                               Güterart |      Freq.     Percent        Cum.
                          AUTOSATZTEILE |          1        0.00       74.70
                           AUTOSCHEIBEN |          1        0.00       74.70
                              AUTOTEILE |         39        0.03       74.74
                      AUßENPUTZMATERIAL |          1        0.00       74.74
                              Altpapier |          1        0.00       74.74
                           Arzneimittel |          8        0.01       74.74
                    Automatenbestückung |          1        0.00       74.74
                           BAAUMATERIAL |          1        0.00       74.75
                              BACHWAREN |          1        0.00       74.75
                              BACJWAREN |          1        0.00       74.75
                      BACK UND SüßWAREN |          2        0.00       74.75
                             BACK WAREN |          6        0.01       74.75
                BACK- UND KONDITORWAREN |         11        0.01       74.76
                             BACKFORMEN |          4        0.00       74.77
                             BACKMITTEL |          2        0.00       74.77
                          BACKROHSTOFFE |          1        0.00       74.77
                          BACKW. G.U.R. |          2        0.00       74.77
                      BACKW. GEB. U. R. |          1        0.00       74.77
                     BACKW. GEB. U. ROH |          1        0.00       74.77
                           BACKW. IN R. |          1        0.00       74.77
                               BACKWARE |          7        0.01       74.78
                              BACKWAREN |        493        0.41       75.19
                    BACKWAREN + LEERGUT |          1        0.00       75.19
                  BACKWAREN GEB. U. ROH |          2        0.00       75.20
              BACKWAREN GEBACKEN U. ROH |          1        0.00       75.20
                BACKWAREN IM ROHZUSTAND |          1        0.00       75.20
         BACKWAREN UND TEIL HANDELWAREN |          1        0.00       75.20
                     BACKWAREN VERTRIEB |          5        0.00       75.20
                     BACKWAREN, LEERGUT |          1        0.00       75.20
                 BACKWAREN, TIERNAHRUNG |          1        0.00       75.20
                               BACKWREN |          1        0.00       75.21
                             BADARTIKEL |          1        0.00       75.21
                         BADEINRICHTUNG |          1        0.00       75.21
                              BADEWANNE |          6        0.01       75.21
                     BADEWANNEN (STAHL) |          1        0.00       75.21
                   BADEWANNEN, WERKZEUG |          1        0.00       75.21
                         BADEWANNENLIFT |          1        0.00       75.21
                               BADMöBEL |          1        0.00       75.22
                             BADZUBEHöR |          1        0.00       75.22
                                 BAGGER |         19        0.02       75.23
                           BAGGER 1,9 T |          2        0.00       75.23
                             BAGGERKORB |          1        0.00       75.23
                           BAGGERLöFFEL |          1        0.00       75.24
                         BAGGERSCHAUFEL |          2        0.00       75.24
                         BAGGERTANSPORT |          1        0.00       75.24
                        BAGGERTRANSPORT |          1        0.00       75.24
                    BAKEN UND WERKZEUGE |          1        0.00       75.24
                            BALKENMÄHER |          1        0.00       75.24
                           BALKENMäCHER |          1        0.00       75.24
                         BALKENMäHGERäT |          2        0.00       75.24
                          BALKONBRETTER |          1        0.00       75.24
                         BALKONGELäNDER |          1        0.00       75.25
                           BALKONKäSTEN |          1        0.00       75.25
                         BALLERNWICHTEL |          1        0.00       75.25
                         BALLSTAUKäSTEN |          1        0.00       75.25
                         BAMBUSROHRE 2M |          1        0.00       75.25
                                BANANEN |          2        0.00       75.25
